,comment,id,rating,Вопрос решен,Лишнее,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Нравится скорость отработки заявок,Понравилось выполнение заявки
775,"оперативно
",3951479,5,0,0,0,0,1,0
776,В первый раз так быстро,3951598,5,0,0,0,0,1,0
777,Быстро !,3951702,5,1,0,0,0,0,0
778,"Доброе утро, спасибо. Только большая просьба, ранее в этом светильнике мы меняли лампочку и т. к. не было лампочки с цоколем 14, мы ставили переходник, верните его пожалуйста. ",3951714,5,0,1,0,0,0,0
779,спасибо! оперативно 👍,3951913,5,1,0,0,0,1,0
780,Спасибо за оперативность! ,3951966,5,1,0,0,0,1,0
781,Оперативно,3952001,5,0,0,0,0,1,0
782,Оперативно и качественно ,3952062,5,0,0,1,0,1,0
783,Спасибо за оперативность ,3952122,5,0,0,0,0,1,0
784,"Остановили течь, дали рекомендации что делать дальше. Большое спасибо! ",3952142,5,1,0,1,0,0,0
785,оперативно и вежливо. такого нет в москве,3952250,5,1,0,1,0,1,0
786,"Спасибо за оперативность. Но я так и не поняла. Почему редукторы нам поставили плохие, когда всем меняли?",3952354,5,0,0,0,0,1,0
787,Спасибо большое. Сантехник быстро устранил засор. ,3952439,5,1,0,0,0,1,0
788,Огромное спасибо за оперативность 🙏,3952663,5,0,0,0,0,1,0
789,"приехали быстро , всё сделали чётко. благодарю ",3952848,5,1,0,1,0,1,0
790,вода стала теплее,3953130,5,1,0,0,0,0,0
791,"Спасибо большое мастеру, все быстро  сделал ",3953192,5,1,0,0,1,0,0
792,Спасибо за быструю и качественную работу.,3953263,5,1,0,1,0,1,0
793,Спасибо за оперативность !!!,3953284,5,0,0,0,0,1,0
794,"Всё подробно показали и объяснили, спасибо!)",3953366,5,1,0,1,0,0,0
795,Спасибо за оперативность 🤝,3953612,5,0,0,0,0,1,0
796,оперативно ,3953627,5,0,0,0,0,1,0
797,Спасибо за разъяснения!,3953752,5,0,0,1,0,0,0
798,"Сантехник объяснил причину проблемы, что для хорошего напора воды нужно менять на смеситель с 40 картриджем, теперь понятно! Спасибо! ",3953818,5,1,0,1,0,0,0
799,Быстро четко ,3953824,5,1,0,0,0,1,0
800, 🙏🙏🙏,3953899,5,0,1,0,0,0,0
801,Огромное спасибо за оперативность!,3954054,5,0,0,0,0,1,0
802,"Отличный мастер, решил профессионально вопрос. Большое спасибо!!!",3954582,5,1,0,0,1,1,0
803,"спасибо вам большое, консультанты помогли с решением проблем, объяснили все очень доступно! спасибо вам огромное 🙏

",3954839,5,1,0,1,0,0,0
804,супер менеджер,3955070,5,0,0,0,1,0,0
805,Отлично спасибо ,3955073,5,1,0,0,0,0,0
806,Спасибо большое за быструю реакцию! Успокоили 💙,3955195,5,1,0,0,0,1,0
807,Отлично ,3380332,5,1,0,0,0,0,0
808,Благодарю за оперативное решение проблемы ! ,3381812,5,1,0,0,0,1,0
809,Прекрасный специалист! Побольше таких,3461991,5,0,0,0,1,0,0
810,"пересчет, и скорость 
",3572768,1,0,1,0,0,0,0
811,Спасибо за обновление покраски стен,3584536,5,1,0,0,0,0,0
812,выполнили быстро,3596020,5,0,0,0,0,1,0
813,Спасибо! ,3617808,5,1,0,0,0,0,0
814,спасибо управляющей компании за то что  прислали грамотного специалиста и быстро отреагировали на заявку ,3627490,5,1,0,1,1,0,0
815,"спасибо 
",3657819,5,1,0,0,0,0,0
816,Спасибо ,3691620,5,1,0,0,0,0,0
817,Решили мой вопрос. Спасибо! ,3695420,5,1,0,0,0,0,0
818,Очень радует работа УК. Оперативно! Спасибо!,3716702,5,1,0,0,0,1,0
819,Все исправили ,3726842,5,1,0,0,0,0,0
820,спасибо за оперативную работу ,3745025,5,0,0,0,0,1,0
821,"Выполнили отлично , обработка заявки была слишком дорогой ",3749719,5,0,1,0,0,0,0
822,спасибо большое! теперь не скрипят ,3751364,5,1,0,0,0,0,0
823,Норм,3773834,1,0,1,0,0,0,0
824,спасибо. все прошло очень хорошо,3791959,5,1,0,0,0,0,0
825,"Спасибо, пришли все поменяли за 10 минут ",3797804,5,1,0,0,0,1,0
826,Все очень оперативно ,3799741,5,0,0,0,0,1,0
827,Огромное спасибо.,3802024,5,1,0,0,0,0,0
828,Все отлично! Спасибо.,3805876,5,1,0,0,0,0,0
829,Хороший мастер,3812092,5,0,0,0,1,0,0
830,"Спасибо за оперативность! 
",3815412,5,0,0,0,0,1,0
831,"выполнена

",3820641,5,1,0,0,0,0,0
832,"Все супер, Мастер 👍",3828569,5,1,0,0,1,0,0
833,Благодарю ребят.,3829748,5,1,0,0,0,0,0
834,Спасибо большое ,3831509,5,1,0,0,0,0,0
835,Спасибо!,3832952,5,1,0,0,0,0,0
836,"Проблема решена, ручки на окна поставили.
Спасибо за обратную связь!",3834081,5,1,0,1,0,0,0
837,Благодарю за проделанную работу! ,3835748,5,1,0,0,0,0,0
838,"надеюсь и причину устранили, а то после первого дождя будет тоже самое..",3835874,5,0,1,0,0,0,0
839,"Спасибо, всё чётко.",3839647,5,1,0,0,0,0,0
840,Благодарю ,3840353,5,1,0,0,0,0,0
841,Спасибо Сергей ! )))),3841026,5,1,0,0,1,0,0
842,"Михаил отличный мастер своего дела. Сделал быстро, чисто, дал рекомендации)",3842440,5,1,0,1,1,0,0
843,хоть что то сделали 👍👏,3842790,5,0,1,0,0,0,0
844,"профессионально, быстро. очень приятный мастер",3844645,5,1,0,1,1,0,0
845,"Спасибо, вопрос решили, всё стало нормально ",3846831,5,1,0,0,0,0,0
846,Татьяна Владимировна большое вам спасибо!!!! ,3848236,5,0,0,0,1,0,0
847,спасибо! ,3850021,5,1,0,0,0,0,0
848,"спасибо за  быстрый ответ! 


",3850118,1,0,0,1,0,0,0
849,Огромное спасибо вам от всего подъезда!!!   ))))),3852179,5,1,0,0,0,0,0
850,спасибо ,3852975,5,1,0,0,0,0,0
851,Все отлично ,3854073,5,1,0,0,0,0,0
852,свершилось,3856028,1,0,1,0,0,0,0
853,Кнопка лифта 6 этажа в грузовом лифте до сих пор не работает.,3858246,1,0,1,0,0,0,0
854,Спасибо мастеру ,3859764,5,0,0,0,1,0,0
855,"спасибо, Вам, среагировали оперативно/быстро, а так же всё время были на связи🤝",3859780,5,1,0,1,0,0,0
856,"Среагировали быстро, благодарю ",3860248,5,1,0,0,0,1,0
857,Спасибо за оперативность!,3860900,5,0,0,0,0,1,0
858,Кнопки все вываливаются,3861485,1,0,1,0,0,0,0
859,Отличный мастер!,3862448,5,0,0,0,1,0,0
860,"БУДЕМ ВЕРИТЬ,ЧТО ДЕЙСТВИТЕЛЬНО ТРАВИЛИ",3862765,1,0,1,0,0,0,0
861,"Спасибо! По крайней мере, по ночам пока шума не слышно.",3863351,5,1,0,0,0,0,0
862,Быстро ,3863609,5,0,0,0,0,1,0
863,Спасибо за своевременное выполнение заявки...,3866829,5,0,0,0,0,1,0
864,все сделали быстро. спасибо ,3866867,5,1,0,0,0,0,0
865,всё отлично 👍,3868883,5,1,0,0,0,0,0
866,"быстро прислали код.
единственное что смущает  коды легкие слишком.",4237692,5,1,0,0,0,1,0
867,спасибо! быстро и оперативно закрепили светильник. 👍,4237302,5,1,0,1,0,1,0
868,все быстро решили. спасибо,4237239,5,1,0,0,0,1,0
869,"оперативное решение вопроса,спасибо",4237163,5,1,0,0,0,1,0
870,благодарю за оперативное предоставление информации!,4237053,5,1,0,0,0,1,1
